run_date,event_date,company,drug,event_type,title,source,link,nct_id,status
2026-03-19,2025-06-06,Taiwan Bio,OmniMSC-AMI,trial,Intracoronary Administration of OmniMSC-AMI for Acute ST-segment Elevation Myocardial Infarction Patients,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05724576,NCT05724576,RECRUITING
2026-03-19,2023-11-22,Cuorips,ReHeart,trial,Allogeneic iPSC-derived Cardiomyocyte Therapy in Patients With Worsening Ischemic Heart Failure,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05566600,NCT05566600,UNKNOWN
2026-03-19,2026-03-06,Eli Lilly,Orforglipron,trial,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07241390,NCT07241390,RECRUITING
2026-03-19,2026-01-21,Eli Lilly,Orforglipron,trial,A Study of Daily Oral Orforglipron (LY3502970) Compared With Insulin Glargine in Participants With Type 2 Diabetes and Obesity or Overweight at Increased Cardiovascular Risk,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05803421,NCT05803421,ACTIVE_NOT_RECRUITING
2026-03-19,2026-03-06,Eli Lilly,Muvalaplin,trial,Assessing the Impact of Muvalaplin on Major Cardiovascular Events in Adults With Elevated Lipoprotein(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07157774,NCT07157774,RECRUITING
2026-03-19,2026-01-27,Abcentra,Orticumab,trial,Focused Orticumab Research for Treating Inflammation in Coronary Arteries,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06927739,NCT06927739,RECRUITING
2026-03-19,,Abcentra,Orticumab,press,Read the Article.,abcentra.com,https://abcentra.com/abcentra-announces-appointment-of-dr-peter-libby-as-a-board-member-as-it-enters-orticumabs-phase-2b-trial-fortify/,,
2026-03-19,,Abcentra,Orticumab,press,Untitled,abcentra.com,https://abcentra.com/,,
2026-03-19,,Abcentra,Orticumab,press,Our Company,abcentra.com,https://abcentra.com/our-company/,,
2026-03-19,,Abcentra,Orticumab,press,Coronary Artery Disease,abcentra.com,https://abcentra.com/coronary-artery-disease/,,
2026-03-19,,Abcentra,Orticumab,press,Orticumab,abcentra.com,https://abcentra.com/orticumab/,,
2026-03-19,,Abcentra,Orticumab,press,Resources,abcentra.com,https://abcentra.com/resources/,,
2026-03-19,,Abcentra,Orticumab,press,Contact Us,abcentra.com,https://abcentra.com/?page_id=1287,,
2026-03-19,,Abcentra,Orticumab,press,Ben Huizinga,abcentra.com,https://abcentra.com/author/bhuizinga623gmail-com/,,
2026-03-19,,Abcentra,Orticumab,press,Untitled,abcentra.com,https://abcentra.com/abcentra-llc-announces-first-patient-dosed-in-phase-2b-fortify-clinical-trial-evaluating-orticumab-in-patients-with-cardiovascular-disease/,,
2026-03-19,,Abcentra,Orticumab,press,Press Releases,abcentra.com,https://abcentra.com/category/press-releases/,,
2026-03-19,,Abcentra,Orticumab,press,Untitled,abcentra.com,https://abcentra.com/abcentra-experts-to-present-at-2024-imperial-vulnerable-patient-plaque-meeting/,,
2026-03-19,,Abcentra,Orticumab,press,Blogs,abcentra.com,https://abcentra.com/category/blogs/,,
2026-03-19,,Abcentra,Orticumab,press,Untitled,abcentra.com,https://abcentra.com/caristo-diagnostics-latest-lancet-publication-with-results-from-worlds-largest-coronary-ct-registry/,,
2026-03-19,,Abcentra,Orticumab,press,Mentions,abcentra.com,https://abcentra.com/category/mentions/,,
2026-03-19,,Abcentra,Orticumab,press,Untitled,abcentra.com,https://abcentra.com/large-ct-study-shows-benefits-of-ai-in-predicting-cv-risks-in-patients-without-obstructive-cad/,,
2026-03-19,2026-03-11,HONYA Medical,MiSaver,trial,"Safety and Efficacy of MiSaver (CB Cells) for Acute Myocardial Infarction, Phase II",clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07134712,NCT07134712,NOT_YET_RECRUITING
2026-03-19,2024-10-04,HONYA Medical,MiSaver,trial,MiSaver® Stem Cell Treatment for Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06353958,NCT06353958,COMPLETED
2026-03-19,2024-03-29,HONYA Medical,MiSaver,trial,MiSaver® Stem Cell Treatment for Heart Attack (Acute Myocardial Infarction),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04050163,NCT04050163,COMPLETED
2026-03-19,,Jiangsu Simcere,SIM0811,press,index.asp,www.simcere.com,https://www.simcere.com/en/index.asp,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,中,www.simcere.com,https://www.simcere.com/index.aspx,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,EN,www.simcere.com,https://www.simcere.com/en/index.aspx,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,About,www.simcere.com,https://www.simcere.com/en/about/about.aspx,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Company Profile,www.simcere.com,https://www.simcere.com/en/about/about.aspx#ab01,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Milestones,www.simcere.com,https://www.simcere.com/en/about/about.aspx#ab02,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Management Team,www.simcere.com,https://www.simcere.com/en/about/about.aspx#ab03,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Company Culture,www.simcere.com,https://www.simcere.com/en/about/about.aspx#ab04,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Products,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Oncology,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx#pro01,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Neuroscience,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx#pro02,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Autoimmune,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx#pro03,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Cardiovascular,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx#pro04,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Anti-infection,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx#pro05,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Other Fields,www.simcere.com,https://www.simcere.com/en/pro/pro.aspx#pro06,,
2026-03-19,,NewAmsterdam Pharma,Obicetrapib,press,NewAmsterdam Pharma to Present at the Guggenheim Emerging Outlook: Biotech Summit,ir.newamsterdampharma.com,https://ir.newamsterdampharma.com/news-releases/news-release-details/newamsterdam-pharma-present-guggenheim-emerging-outlook-biotech,,
2026-03-19,,Novartis,Pacibekitug,press,Mainland China | 中文,www.novartis.com,https://www.novartis.com.cn/,,
2026-03-19,,Novartis,Pacibekitug,press,Malaysia | English,www.novartis.com,https://www.novartis.com/my-en/,,
2026-03-19,,Novartis,Pacibekitug,press,Philippines | English,www.novartis.com,https://www.novartis.com/ph-en/,,
2026-03-19,,Amgen,Olpasiran,press,Research & Development Strategy,www.amgen.com,https://www.amgen.com/science/research-and-development-strategy,,
2026-03-19,,Amgen,Olpasiran,press,Human & Disease Biology,www.amgen.com,https://www.amgen.com/science/research-and-development-strategy/human-and-disease-biology,,
2026-03-19,,Amgen,Olpasiran,press,Novel Targets & Modalities,www.amgen.com,https://www.amgen.com/science/research-and-development-strategy/novel-targets-and-modalities,,
2026-03-19,,Amgen,Olpasiran,press,Clinical Trial Optimization,www.amgen.com,https://www.amgen.com/science/research-and-development-strategy/clinical-trial-optimization,,
2026-03-19,,Amgen,Olpasiran,press,AI & Data Science,www.amgen.com,https://www.amgen.com/science/research-and-development-strategy/ai-in-research-and-development,,
2026-03-19,,Bristol Myers Squibb / Janssen,Milvexian,press,In the pipeline,www.bms.com,https://www.bms.com/researchers-and-partners/in-the-pipeline.html,,
2026-03-19,,Idorsia / Viatris,Selatogrel,press,Viatris Statement on the Close of the Active Pharmaceutical Ingredients Business Divestiture,newsroom.viatris.com,https://newsroom.viatris.com/Viatris-Statement-on-the-Close-of-the-Active-Pharmaceutical-Ingredients-Business-Divestiture,,
2026-03-19,,Nyrada,Xolatryp,press,Company Fact Sheet,www.nyrada.com,https://www.nyrada.com/site/investors/company-fact-sheet,,
2026-03-19,,Nyrada,Xolatryp,press,ASX Announcements,www.nyrada.com,https://www.nyrada.com/site/investors/asx-announcements,,
2026-03-19,,Nyrada,Xolatryp,press,Financial Reports,www.nyrada.com,https://www.nyrada.com/site/investors/asx-announcements/financial-reports-1,,
2026-03-19,,Nyrada,Xolatryp,press,Corporate Announcements,www.nyrada.com,https://www.nyrada.com/site/investors/asx-announcements/corporate-announcements,,
2026-03-19,,Nyrada,Xolatryp,press,Investor Presentations,www.nyrada.com,https://www.nyrada.com/site/investors/asx-announcements/investor-presentations,,
2026-03-19,,Nyrada,Xolatryp,press,Share Price Information,www.nyrada.com,https://www.nyrada.com/site/investors/share-price-information,,
2026-03-19,,Nyrada,Xolatryp,press,Investors Glossary,www.nyrada.com,https://www.nyrada.com/site/investors/investors-glossary,,
2026-03-19,,Abcentra,Orticumab,press,Terms of Use,abcentra.com,https://abcentra.com/terms-of-use/,,
2026-03-19,,Abcentra,Orticumab,press,Privacy Policy,abcentra.com,https://abcentra.com/privacy-policy/,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Global R&D Center Layout,www.simcere.com,https://www.simcere.com/en/kxcx/kxcx.aspx#cx01,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,State Key Laboratory,www.simcere.com,https://www.simcere.com/en/kxcx/kxcx.aspx#cx02,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Boston R&D Center,www.simcere.com,https://www.simcere.com/en/kxcx/kxcx.aspx#cx03,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,R&D Pipeline,www.simcere.com,https://www.simcere.com/en/kxcx/yfgx.aspx,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Manufacturing,www.simcere.com,https://www.simcere.com/en/zyyw/zyyw.aspx,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Manufacturing Bases,www.simcere.com,https://www.simcere.com/en/zyyw/zyyw.aspx#zy01,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Partnering with Simcere,www.simcere.com,https://www.simcere.com/en/kfhz/kfhz.aspx#hz01,,
2026-03-19,,Jiangsu Simcere,SIM0811,press,Key Therapeutic Areas and Focus,www.simcere.com,https://www.simcere.com/en/kfhz/kfhz.aspx#hz02,,
2026-03-19,2026-03-11,Novo Nordisk,Ziltivekimab,trial,"A Research Study to Look at the Effect of Ziltivekimab on Plaque in the Blood Vessels of the Heart, Compared to Placebo, in People With a Heart Attack",clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07301034,NCT07301034,RECRUITING
2026-03-19,,Novartis,Pacibekitug,press,Novartis pipeline,www.novartis.com,https://www.novartis.com/research-development/novartis-pipeline,,
2026-03-19,,Novartis,Pacibekitug,press,Investigator-initiated trials / studies,www.novartis.com,https://www.novartis.com/healthcare-professionals/investigator-initiated-trials-studies-clinical-and-investigator-initiated-research-non-clinical,,
2026-03-19,,Novartis,Pacibekitug,press,Novartis annual results,www.novartis.com,https://www.novartis.com/investors/financial-data/annual-results,,
2026-03-19,,Novartis,Pacibekitug,press,Novartis quarterly results,www.novartis.com,https://www.novartis.com/investors/financial-data/quarterly-results,,
2026-03-19,,Novartis,Pacibekitug,press,Clinical trials,www.novartis.com,https://www.novartis.com/clinicaltrials,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Mar 13, 2026 Novartis Cosentyx® receives FDA approval for pediatric patients aged 12+ with moderate to severe hidradenitis suppurativa Cosentyx is the only IL-17A inhibitor approved for this population, and the first differentiated mechanism in nearly a decade1-3 HS often emerges around puberty, underscoring…",www.novartis.com,https://www.novartis.com/news/media-releases/novartis-cosentyx-receives-fda-approval-pediatric-patients-aged-12-moderate-severe-hidradenitis-suppurativa,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Mar 06, 2026 Novartis shareholders approve all resolutions proposed by the Board of Directors at the 2026 Annual General Meeting Shareholders approve 29th consecutive dividend increase to CHF 3.70 (+5.7%) per share for 2025, representing a 3.0% yield¹Shareholders confirm Giovanni Caforio as Chair of the Board of Directors as…",www.novartis.com,https://www.novartis.com/news/media-releases/novartis-shareholders-approve-all-resolutions-proposed-board-directors-2026-annual-general-meeting,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Mar 06, 2026 Aktionäre von Novartis heissen an der Generalversammlung 2026 alle Anträge des Verwaltungsrats gut Die Aktionärinnen und Aktionäre genehmigten die 29. Dividendenerhöhung in Folge. Für 2025 wird die Dividende auf CHF 3.70 (+5,7%) je Aktie erhöht, was einer Rendite von 3,0% entspricht¹Die…",www.novartis.com,https://www.novartis.com/news/media-releases/aktionare-von-novartis-heissen-der-generalversammlung-2026-alle-antrage-des-verwaltungsrats-gut,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Feb 27, 2026 Novartis successfully completes acquisition of Avidity Biosciences, strengthening late-stage neuroscience pipeline and advancing xRNA strategy Adds Avidity’s differentiated muscle-directed Antibody Oligonucleotide Conjugates (AOC) platform and three late-stage programs to industry-leading neuromuscular pipelinePotentially unlocks multi-…",www.novartis.com,https://www.novartis.com/news/media-releases/novartis-successfully-completes-acquisition-avidity-biosciences-strengthening-late-stage-neuroscience-pipeline-and-advancing-xrna-strategy,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Feb 27, 2026 Novartis receives positive CHMP opinion for remibrutinib in chronic spontaneous urticaria (CSU) Remibrutinib, a highly selective oral BTKi, has potential to be first targeted therapy approved for CSU in Europe Improvements with remibrutinib observed as early as Week 1 in REMIX 1 & 2, with…",www.novartis.com,https://www.novartis.com/news/media-releases/novartis-receives-positive-chmp-opinion-remibrutinib-chronic-spontaneous-urticaria-csu,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Feb 25, 2026 Novartis to build new radioligand therapy site in Denton, Texas, delivering more next‑generation treatments to patients Facility expected to be operational in 2028 in Dallas-Fort Worth area, expanding largest RLT manufacturing network in USSite to serve patients in Southern US and add network capacity as RLT expands…",www.novartis.com,https://www.novartis.com/news/media-releases/novartis-build-new-radioligand-therapy-site-denton-texas-delivering-more-next-generation-treatments-patients,,
2026-03-19,,Novartis,Pacibekitug,press,"Press release Feb 24, 2026 New real‑world data reinforce earlier use of Pluvicto™ before chemotherapy in metastatic castration-resistant prostate cancer In the real-world, Pluvicto™ showed 13.5 months median PFS in chemo-naïve patients with PSMA-positive mCRPCReal‑world evidence showed Pluvicto achieved longer PFS when initiated after one ARPI…",www.novartis.com,https://www.novartis.com/news/media-releases/new-real-world-data-reinforce-earlier-use-pluvictotm-chemotherapy-metastatic-castration-resistant-prostate-cancer,,
2026-03-19,,Amgen,Olpasiran,press,Clinical Trials,www.amgen.com,https://www.amgen.com/science/clinical-trials,,
2026-03-19,,Amgen,Olpasiran,press,About Clinical Trials,www.amgen.com,https://www.amgen.com/science/clinical-trials/about-clinical-trials,,
2026-03-19,,Amgen,Olpasiran,press,Clinical Trial Diversity and Representation,www.amgen.com,https://www.amgen.com/science/clinical-trials/clinical-trial-representation,,
2026-03-19,,Amgen,Olpasiran,press,Information for Healthcare Professionals,www.amgen.com,https://www.amgen.com/science/clinical-trials/information-for-healthcare-professionals,,
2026-03-19,,Amgen,Olpasiran,press,"Clinical Trial Transparency, Data Sharing and Disclosure Practices",www.amgen.com,https://www.amgen.com/science/clinical-trials/clinical-data-transparency-practices,,
2026-03-19,,Amgen,Olpasiran,press,Clinical Out-of-Hours Support program,www.amgen.com,https://www.amgen.com/science/clinical-trials/clinical-out-of-hours-support-program,,
2026-03-19,2026-03-19,Idorsia / Viatris,Selatogrel,trial,Selatogrel Outcome Study in Suspected Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04957719,NCT04957719,ENROLLING_BY_INVITATION
2026-03-19,,Jiangsu Simcere,SIM0811,press,R&D Pipeline,www.simcere.com,https://www.simcere.com/en/kxcx/kxcx.aspx#gx01,,
2026-03-22,2026-03-20,Eli Lilly,Orforglipron,trial,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07241390,NCT07241390,RECRUITING
2026-03-24,2026-03-24,Eli Lilly,Lepodisiran,trial,A Study to Investigate the Effect of Lepodisiran on the Reduction of Major Adverse Cardiovascular Events in Adults With Elevated Lipoprotein(a) - ACCLAIM-Lp(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06292013,NCT06292013,ACTIVE_NOT_RECRUITING
2026-03-24,2026-03-24,Nyrada,Xolatryp,trial,Prevention of Reperfusion Injury Outcomes Through Effective Cardioprotection Targeting Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07362446,NCT07362446,NOT_YET_RECRUITING
2026-03-24,2026-03-24,Eli Lilly,Muvalaplin,trial,Assessing the Impact of Muvalaplin on Major Cardiovascular Events in Adults With Elevated Lipoprotein(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07157774,NCT07157774,RECRUITING
2026-03-28,2026-03-23,Novo Nordisk,Ziltivekimab,trial,Effects of Ziltivekimab on Coronary Atherosclerotic Burden in Patients With Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07276282,NCT07276282,RECRUITING
2026-03-28,2026-03-27,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-03-28,2026-03-27,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian in Participants After a Recent Acute Coronary Syndrome,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05754957,NCT05754957,COMPLETED
2026-03-28,2026-03-27,Bristol Myers Squibb / Janssen,Milvexian,news,Milvexian Phase 3 Wraps Up: What Bristol-Myers Squibb Investors Should Watch Next - TipRanks,TipRanks,https://news.google.com/rss/articles/CBMizAFBVV95cUxOXzRUUzJzaGJCRm9DNm9VMC1xejg3bm5qOWI2cG5Cb0JIcVRsaVNfcHlXQ0o1NzltSlI4bVJOUlNad3E4T1NPZkVWSjNXSjJVV1djYnlfRmNUaTlGXy04RlhJZU13QjJwbVFSbXdzT1RxWnltS3FYV1lISnF2ZFdmbGpjOTU3M3VCR1dTbW9SVWliQWRIQlRHT3B3ODdEaFJXek80SE1vRkF4WmxLRXMyWHhtMzRRM2JaVFJSQzRLdzJmSEo1alVzM25nWFc?oc=5,,
2026-04-02,2026-04-01,Novartis,Pelacarsen,trial,Assessing the Impact of Lipoprotein (a) Lowering With Pelacarsen (TQJ230) on Major Cardiovascular Events in Patients With CVD,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04023552,NCT04023552,ACTIVE_NOT_RECRUITING
2026-04-03,2026-04-02,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-04-08,2026-04-08,Novartis,Pelacarsen,trial,An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07517263,NCT07517263,RECRUITING
2026-04-10,,Roche,RO7763505,press,Product Development Pipeline,www.roche.com,https://www.roche.com/solutions/pipeline,,
2026-04-10,,Roche,RO7763505,press,Clinical trials,www.roche.com,https://www.roche.com/innovation/clinical-trials,,
2026-04-15,2026-04-14,Novo Nordisk,Ziltivekimab,trial,ARTEMIS - A Research Study to Look at How Ziltivekimab Works Compared to Placebo in People With a Heart Attack,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06118281,NCT06118281,RECRUITING
2026-04-15,2026-04-13,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-04-15,2026-04-13,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian in Participants After an Acute Ischemic Stroke or High-Risk Transient Ischemic Attack- LIBREXIA-STROKE,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05702034,NCT05702034,RECRUITING
2026-04-15,2026-04-13,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian Versus Apixaban in Participants With Atrial Fibrillation,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05757869,NCT05757869,ACTIVE_NOT_RECRUITING
2026-04-15,2026-04-13,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian in Participants After a Recent Acute Coronary Syndrome,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05754957,NCT05754957,COMPLETED
2026-04-16,2026-04-13,Novo Nordisk,Ziltivekimab,trial,"ZEUS - A Research Study to Look at How Ziltivekimab Works Compared to Placebo in People With Cardiovascular Disease, Chronic Kidney Disease and Inflammation",clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05021835,NCT05021835,ACTIVE_NOT_RECRUITING
2026-04-16,2026-04-16,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-04-19,2026-04-17,Eli Lilly,Orforglipron,trial,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07241390,NCT07241390,RECRUITING
2026-04-19,2026-04-17,Eli Lilly,Orforglipron,trial,A Study of Daily Oral Orforglipron (LY3502970) Compared With Insulin Glargine in Participants With Type 2 Diabetes and Obesity or Overweight at Increased Cardiovascular Risk,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05803421,NCT05803421,COMPLETED
2026-04-22,2026-04-20,Eli Lilly,Lepodisiran,trial,A Study to Investigate the Effect of Lepodisiran on the Reduction of Major Adverse Cardiovascular Events in Adults With Elevated Lipoprotein(a) - ACCLAIM-Lp(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06292013,NCT06292013,ACTIVE_NOT_RECRUITING
2026-04-22,2026-04-20,Eli Lilly,Muvalaplin,trial,Assessing the Impact of Muvalaplin on Major Cardiovascular Events in Adults With Elevated Lipoprotein(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07157774,NCT07157774,RECRUITING
2026-04-25,2026-04-24,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-04-25,2026-04-24,Nyrada,Xolatryp,trial,Prevention of Reperfusion Injury Outcomes Through Effective Cardioprotection Targeting Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07362446,NCT07362446,RECRUITING
2026-05-03,2026-04-17,NewAmsterdam Pharma,Obicetrapib,trial,PREVAIL Paclitaxel-coated Balloon in Small Coronary Disease and High-bleeding Risk Patients,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06321757,NCT06321757,RECRUITING
2026-05-03,2026-05-01,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-05-03,2026-04-30,Idorsia / Viatris,Selatogrel,trial,Selatogrel Outcome Study in Suspected Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04957719,NCT04957719,ENROLLING_BY_INVITATION
2026-05-06,2026-05-05,Novartis,Pelacarsen,trial,An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07517263,NCT07517263,RECRUITING
2026-05-08,2026-04-24,NewAmsterdam Pharma,Obicetrapib,trial,Prevail Global Study,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06535854,NCT06535854,RECRUITING
2026-05-08,2026-05-06,Novartis,Pelacarsen,trial,Assessing the Impact of Lipoprotein (a) Lowering With Pelacarsen (TQJ230) on Major Cardiovascular Events in Patients With CVD,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04023552,NCT04023552,ACTIVE_NOT_RECRUITING
2026-05-08,2026-05-08,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian Versus Apixaban in Participants With Atrial Fibrillation,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05757869,NCT05757869,ACTIVE_NOT_RECRUITING
2026-05-08,2026-05-08,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian in Participants After an Acute Ischemic Stroke or High-Risk Transient Ischemic Attack- LIBREXIA-STROKE,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05702034,NCT05702034,ACTIVE_NOT_RECRUITING
2026-05-08,2026-05-07,Nyrada,Xolatryp,trial,Prevention of Reperfusion Injury Outcomes Through Effective Cardioprotection Targeting Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07362446,NCT07362446,RECRUITING
2026-05-14,2026-05-11,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-05-14,2026-05-13,Idorsia / Viatris,Selatogrel,trial,Selatogrel Outcome Study in Suspected Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04957719,NCT04957719,ENROLLING_BY_INVITATION
2026-05-14,2026-05-14,Eli Lilly,Orforglipron,trial,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07241390,NCT07241390,RECRUITING
2026-05-14,2026-05-12,Eli Lilly,Muvalaplin,trial,Assessing the Impact of Muvalaplin on Major Cardiovascular Events in Adults With Elevated Lipoprotein(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07157774,NCT07157774,RECRUITING
2026-05-18,2026-05-18,Novartis,Pelacarsen,trial,An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07517263,NCT07517263,RECRUITING
2026-05-18,2026-05-15,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
